anomaly_type,rows,positive_support,negative_support,prevalence,predicted_positive_rate,true_negative,false_positive,false_negative,true_positive,precision,recall,f1,f2,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,specificity,brier_score,expected_calibration_error_10_bin,pr_auc,roc_auc
provider_e_money_depletion+partial_provider_outage+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.059208953895438246,0.24314073600000008,,
provider_e_money_depletion+partial_provider_outage+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05172421172831347,0.22720843874999996,,
provider_e_money_depletion+schema_error_simulation+large_expected_merchant_activity,12,12,0,1.0,0.6666666666666666,0,0,4,8,1.0,0.6666666666666666,0.8,0.7142857142857143,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,0.3693837622706974,0.542190195,,
provider_e_money_depletion+schema_error_simulation+university_admission_period,30,30,0,1.0,0.8666666666666667,0,0,4,26,1.0,0.8666666666666667,0.9285714285714286,0.8904109589041096,0.8666666666666667,0.8666666666666667,,0.13333333333333333,,0.2402878620086451,0.43357471266666664,,
provider_e_money_depletion+stale_provider_feed+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06997789788278343,0.26408833846153834,,
provider_e_money_depletion+stale_provider_feed+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06529471227316895,0.2550879119999999,,
rapid_reversal_pattern,235,235,0,1.0,0.00851063829787234,0,0,233,2,1.0,0.00851063829787234,0.016877637130801686,0.010615711252653927,0.00851063829787234,0.00851063829787234,,0.9914893617021276,,0.8231777200398273,0.906593698212766,,
rapid_reversal_pattern+cached_balance_as_current+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06814758122290661,0.2604055246153846,,
rapid_reversal_pattern+cached_balance_as_current+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06668973923101379,0.2579694075000001,,
rapid_reversal_pattern+conflicting_reported_balance+large_expected_merchant_activity,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06702787470648408,0.258421916,,
rapid_reversal_pattern+conflicting_reported_balance+legitimate_network_recovery_burst,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06948088400213522,0.26328232000000007,,
rapid_reversal_pattern+conflicting_reported_balance+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0685823713363221,0.26141496500000005,,
rapid_reversal_pattern+conflicting_reported_balance+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06646462493871112,0.2571848700000002,,
rapid_reversal_pattern+conflicting_reported_balance+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06744071680675681,0.2595011100000001,,
rapid_reversal_pattern+delayed_ingestion+remittance_payment_day,13,13,0,1.0,0.07692307692307693,0,0,12,1,1.0,0.07692307692307693,0.14285714285714285,0.09433962264150944,0.07692307692307693,0.07692307692307693,,0.9230769230769231,,0.8615079108009543,0.9095157961538461,,
rapid_reversal_pattern+delayed_ingestion+weather_recovery_catchup,28,28,0,1.0,0.03571428571428571,0,0,27,1,1.0,0.03571428571428571,0.06896551724137931,0.04424778761061947,0.03571428571428571,0.03571428571428571,,0.9642857142857143,,0.7347477591491067,0.8570552842857142,,
rapid_reversal_pattern+duplicate_source_events+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06929065993640911,0.262620745,,
rapid_reversal_pattern+duplicate_source_events+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08054428250409583,0.282758234,,
rapid_reversal_pattern+duplicate_source_events+salary_day_surge,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07880044771319027,0.2800596878571428,,
rapid_reversal_pattern+incorrect_event_timestamp+university_admission_period,15,15,0,1.0,0.06666666666666667,0,0,14,1,1.0,0.06666666666666667,0.125,0.08196721311475409,0.06666666666666667,0.06666666666666667,,0.9333333333333333,,0.7523559891350258,0.867175664,,
rapid_reversal_pattern+incorrect_event_timestamp+weather_recovery_catchup,26,26,0,1.0,0.0,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.757310271064439,0.8700163865384615,,
rapid_reversal_pattern+missing_interval+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06845363486326914,0.26132099625000005,,
rapid_reversal_pattern+out_of_order_ingestion+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07097651429520713,0.26626894125,,
rapid_reversal_pattern+partial_provider_outage+large_expected_merchant_activity,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04550075145672791,0.21206397999999993,,
rapid_reversal_pattern+partial_provider_outage+local_market_event,17,17,0,1.0,0.9411764705882353,0,0,1,16,1.0,0.9411764705882353,0.9696969696969697,0.9523809523809523,0.9411764705882353,0.9411764705882353,,0.058823529411764705,,0.10059763549904942,0.2790946782352941,,
rapid_reversal_pattern+partial_provider_outage+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.051524090840114306,0.22670333076923077,,
rapid_reversal_pattern+partial_provider_outage+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04807755476303981,0.2184241753846154,,
rapid_reversal_pattern+replayed_transaction_batch+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08528894803993484,0.2912855525,,
rapid_reversal_pattern+replayed_transaction_batch+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06941080031873738,0.26323572866666667,,
rapid_reversal_pattern+replayed_transaction_batch+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07662500220221137,0.27620972250000014,,
rapid_reversal_pattern+replayed_transaction_batch+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07353040701361163,0.27098648625,,
rapid_reversal_pattern+schema_error_simulation+legitimate_round_amounts,16,16,0,1.0,0.0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8123508522455314,0.90088108625,,
rapid_reversal_pattern+schema_error_simulation+salary_day_surge,15,15,0,1.0,0.0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8953887049494816,0.9460246973333334,,
rapid_reversal_pattern+schema_error_simulation+university_admission_period,14,14,0,1.0,0.0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8702383349472133,0.9328105671428571,,
rapid_reversal_pattern+stale_provider_feed+local_market_event,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.069272650455768,0.26293136249999993,,
rapid_reversal_pattern+stale_provider_feed+salary_day_surge,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06641749302319867,0.25734379111111116,,
remittance_payment_day,735,0,735,0.0,0.017687074829931974,722,13,0,0,0.0,0.0,0.0,0.0,0.9823129251700681,0.9823129251700681,0.017687074829931974,,0.9823129251700681,0.006617719199576706,0.05743597073469388,,
repeated_near_identical_amounts,170,170,0,1.0,0.9941176470588236,0,0,1,169,1.0,0.9941176470588236,0.9970501474926253,0.9952885747938751,0.9941176470588236,0.9941176470588236,,0.0058823529411764705,,0.0667393218766832,0.2430365135882353,,
repeated_near_identical_amounts+cached_balance_as_current+large_expected_merchant_activity,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04424839758541878,0.20989773857142843,,
repeated_near_identical_amounts+cached_balance_as_current+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0418399755077169,0.20368365499999996,,
repeated_near_identical_amounts+cached_balance_as_current+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0431537838229026,0.2074076850000001,,
repeated_near_identical_amounts+conflicting_reported_balance+legitimate_network_recovery_burst,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04274309804439599,0.2058129857142857,,
repeated_near_identical_amounts+conflicting_reported_balance+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04487949709492568,0.21129890307692312,,
repeated_near_identical_amounts+conflicting_reported_balance+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.040849262306082594,0.20177995999999995,,
repeated_near_identical_amounts+delayed_ingestion+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05513663813551632,0.23333542692307685,,
repeated_near_identical_amounts+delayed_ingestion+large_expected_merchant_activity,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05449713376173813,0.2318796723529411,,
repeated_near_identical_amounts+delayed_ingestion+legitimate_round_amounts,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05287317508821262,0.22832995461538458,,
repeated_near_identical_amounts+delayed_ingestion+local_market_event,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07239683040416492,0.2664758257142857,,
repeated_near_identical_amounts+delayed_ingestion+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07551358665136969,0.26766980533333334,,
repeated_near_identical_amounts+duplicate_source_events+eid_demand_surge,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.054142358366225864,0.23166020117647057,,
repeated_near_identical_amounts+duplicate_source_events+government_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047003552956891695,0.21615675882352942,,
repeated_near_identical_amounts+duplicate_source_events+large_expected_merchant_activity,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0459375691589847,0.21388771500000003,,
repeated_near_identical_amounts+duplicate_source_events+legitimate_network_recovery_burst,31,31,0,1.0,1.0,0,0,0,31,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049682924939313866,0.22202197354838704,,
repeated_near_identical_amounts+duplicate_source_events+local_market_event,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0529604597439591,0.229503735,,
repeated_near_identical_amounts+duplicate_source_events+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05381523671285064,0.23156801199999996,,
repeated_near_identical_amounts+duplicate_source_events+salary_day_surge,24,24,0,1.0,1.0,0,0,0,24,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05318165527142895,0.2299768525000001,,
repeated_near_identical_amounts+duplicate_source_events+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04573848812851912,0.2133541687499999,,
repeated_near_identical_amounts+duplicate_source_events+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.046628481314819926,0.21561172875,,
repeated_near_identical_amounts+missing_interval+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04553187753776085,0.2130867225000001,,
repeated_near_identical_amounts+missing_interval+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0426878502043869,0.20607456000000013,,
repeated_near_identical_amounts+out_of_order_ingestion+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04500229062875806,0.2116527975,,
repeated_near_identical_amounts+partial_provider_outage+government_payment_day,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.028681329708248774,0.16882410620689658,,
repeated_near_identical_amounts+partial_provider_outage+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.032436137233454704,0.179875785,,
repeated_near_identical_amounts+partial_provider_outage+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.037791138750190495,0.19425202500000005,,
repeated_near_identical_amounts+partial_provider_outage+salary_day_surge,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03953349242351748,0.19846546600000012,,
repeated_near_identical_amounts+partial_provider_outage+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.029536414302136712,0.17149133076923084,,
repeated_near_identical_amounts+replayed_transaction_batch+eid_demand_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0567270955226875,0.23785358571428572,,
repeated_near_identical_amounts+replayed_transaction_batch+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05012123439835864,0.22297871294117644,,
repeated_near_identical_amounts+replayed_transaction_batch+legitimate_round_amounts,33,33,0,1.0,1.0,0,0,0,33,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047483094396182826,0.2174586654545456,,
repeated_near_identical_amounts+schema_error_simulation+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05084614101423758,0.22511534153846158,,
repeated_near_identical_amounts+schema_error_simulation+legitimate_network_recovery_burst,30,30,0,1.0,0.9666666666666667,0,0,1,29,1.0,0.9666666666666667,0.9830508474576272,0.9731543624161074,0.9666666666666667,0.9666666666666667,,0.03333333333333333,,0.095471337223803,0.28853873333333346,,
repeated_near_identical_amounts+schema_error_simulation+legitimate_round_amounts,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05419772960155051,0.23093645692307704,,
repeated_near_identical_amounts+schema_error_simulation+local_market_event,34,34,0,1.0,1.0,0,0,0,34,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07039698761790943,0.2610416488235294,,
repeated_near_identical_amounts+schema_error_simulation+salary_day_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07888157319713975,0.27189825071428586,,
repeated_near_identical_amounts+stale_provider_feed+eid_demand_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04603551689739213,0.21385049538461537,,
repeated_near_identical_amounts+stale_provider_feed+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04498570482220249,0.2117461764705882,,
repeated_near_identical_amounts+stale_provider_feed+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04598681563681339,0.21352176461538463,,
repeated_near_identical_amounts+stale_provider_feed+weather_recovery_catchup,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04167051763644792,0.20375119599999997,,
repeated_unsuccessful_attempts,280,280,0,1.0,0.9964285714285714,0,0,1,279,1.0,0.9964285714285714,0.998211091234347,0.9971408148677627,0.9964285714285714,0.9964285714285714,,0.0035714285714285713,,0.05460087312804463,0.2273079765,,
repeated_unsuccessful_attempts+cached_balance_as_current+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04862723380278839,0.21975747,,
repeated_unsuccessful_attempts+cached_balance_as_current+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04641751631468903,0.21528627374999995,,
repeated_unsuccessful_attempts+conflicting_reported_balance+government_payment_day,31,31,0,1.0,1.0,0,0,0,31,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04428300909998172,0.2100543658064517,,
repeated_unsuccessful_attempts+conflicting_reported_balance+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047576387819427975,0.2175839662500001,,
repeated_unsuccessful_attempts+delayed_ingestion+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06077145033004776,0.24615178000000004,,
repeated_unsuccessful_attempts+delayed_ingestion+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.062015483521179304,0.24858439499999996,,
repeated_unsuccessful_attempts+duplicate_source_events+large_expected_merchant_activity,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047966497035019984,0.21877976142857145,,
repeated_unsuccessful_attempts+duplicate_source_events+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04836273920307113,0.21943892625000005,,
repeated_unsuccessful_attempts+duplicate_source_events+local_market_event,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0552969799608789,0.23468722500000005,,
repeated_unsuccessful_attempts+incorrect_event_timestamp+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049979122192664996,0.22326395249999997,,
repeated_unsuccessful_attempts+incorrect_event_timestamp+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04926769487237115,0.221703015,,
repeated_unsuccessful_attempts+incorrect_event_timestamp+legitimate_round_amounts,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.050887557926826914,0.22520480769230775,,
repeated_unsuccessful_attempts+missing_interval+eid_demand_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04665461780423803,0.2155164128571428,,
repeated_unsuccessful_attempts+missing_interval+large_expected_merchant_activity,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0467666057115114,0.21563861000000004,,
repeated_unsuccessful_attempts+missing_interval+salary_day_surge,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.044003177225891366,0.20912295882352944,,
repeated_unsuccessful_attempts+out_of_order_ingestion+large_expected_merchant_activity,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0492746702880123,0.2217384349999999,,
repeated_unsuccessful_attempts+out_of_order_ingestion+legitimate_round_amounts,40,40,0,1.0,1.0,0,0,0,40,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04708517028671844,0.21655357200000003,,
repeated_unsuccessful_attempts+partial_provider_outage+university_admission_period,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0468251333084808,0.21591165882352947,,
repeated_unsuccessful_attempts+partial_provider_outage+weather_recovery_catchup,12,12,0,1.0,0.9166666666666666,0,0,1,11,1.0,0.9166666666666666,0.9565217391304348,0.9322033898305084,0.9166666666666666,0.9166666666666666,,0.08333333333333333,,0.11156857357253791,0.2770902450000001,,
repeated_unsuccessful_attempts+replayed_transaction_batch+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049447200684794954,0.22216830461538473,,
repeated_unsuccessful_attempts+replayed_transaction_batch+large_expected_merchant_activity,25,25,0,1.0,1.0,0,0,0,25,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04827899193560021,0.2193086376000001,,
repeated_unsuccessful_attempts+replayed_transaction_batch+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.055319741151087155,0.23452821000000001,,
repeated_unsuccessful_attempts+schema_error_simulation+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05809889033626099,0.24078457846153845,,
repeated_unsuccessful_attempts+schema_error_simulation+remittance_payment_day,31,31,0,1.0,0.967741935483871,0,0,1,30,1.0,0.967741935483871,0.9836065573770492,0.974025974025974,0.967741935483871,0.967741935483871,,0.03225806451612903,,0.08534763561868736,0.26725265548387095,,
repeated_unsuccessful_attempts+schema_error_simulation+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04867694506255478,0.22037246625000018,,
repeated_unsuccessful_attempts+stale_provider_feed+eid_demand_surge,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04562181699491676,0.212701134,,
repeated_unsuccessful_attempts+stale_provider_feed+government_payment_day,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0454960464953724,0.212647270909091,,
repeated_unsuccessful_attempts+stale_provider_feed+legitimate_round_amounts,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0444421791546488,0.2102317866666667,,
repeated_unsuccessful_attempts+stale_provider_feed+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04488178125953686,0.2106335538461538,,
repeated_unsuccessful_attempts+stale_provider_feed+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04791163451801069,0.218622325,,
repeated_unsuccessful_attempts+stale_provider_feed+salary_day_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.043988813854897925,0.20855853600000002,,
repeated_unsuccessful_attempts+stale_provider_feed+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04510289312896653,0.21201045230769233,,
replayed_transaction_batch,303,303,0,1.0,1.0,0,0,0,303,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07057219579872812,0.2652567542574257,,
salary_day_surge,659,0,659,0.0,0.009104704097116844,653,6,0,0,0.0,0.0,0.0,0.0,0.9908952959028832,0.9908952959028832,0.009104704097116844,,0.9908952959028832,0.0047553545623323454,0.0533258995295903,,
schema_error_simulation,282,282,0,1.0,0.024822695035460994,0,0,275,7,1.0,0.024822695035460994,0.04844290657439446,0.030837004405286344,0.024822695035460994,0.024822695035460994,,0.975177304964539,,0.7987430153409476,0.8931631465957447,,
shared_cash_depletion,240,240,0,1.0,0.8625,0,0,33,207,1.0,0.8625,0.9261744966442953,0.8868894601542416,0.8625,0.8625,,0.1375,,0.20996924747103693,0.40618149170833334,,
shared_cash_depletion+cached_balance_as_current+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0623331555698628,0.24859415000000007,,
shared_cash_depletion+cached_balance_as_current+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0635748655319406,0.251676225,,
shared_cash_depletion+cached_balance_as_current+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06958371828418727,0.263075268,,
shared_cash_depletion+cached_balance_as_current+university_admission_period,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06628796609452971,0.25707362275862067,,
shared_cash_depletion+conflicting_reported_balance+government_payment_day,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06806370070886587,0.2606603066666665,,
shared_cash_depletion+conflicting_reported_balance+local_market_event,25,25,0,1.0,1.0,0,0,0,25,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06623257836877934,0.256897044,,
shared_cash_depletion+conflicting_reported_balance+university_admission_period,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06555016486707335,0.2556195,,
shared_cash_depletion+conflicting_reported_balance+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06866891929148941,0.26150032,,
shared_cash_depletion+delayed_ingestion+eid_demand_surge,17,17,0,1.0,0.8823529411764706,0,0,2,15,1.0,0.8823529411764706,0.9375,0.9036144578313253,0.8823529411764706,0.8823529411764706,,0.11764705882352941,,0.19644876956521864,0.40573566764705876,,
shared_cash_depletion+delayed_ingestion+large_expected_merchant_activity,12,12,0,1.0,0.75,0,0,3,9,1.0,0.75,0.8571428571428571,0.7894736842105263,0.75,0.75,,0.25,,0.31976140469403197,0.5208640733333333,,
shared_cash_depletion+delayed_ingestion+legitimate_network_recovery_burst,16,16,0,1.0,0.875,0,0,2,14,1.0,0.875,0.9333333333333333,0.8974358974358975,0.875,0.875,,0.125,,0.20698332529666946,0.41429277999999997,,
shared_cash_depletion+delayed_ingestion+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.14496918748987284,0.3471908661538463,,
shared_cash_depletion+delayed_ingestion+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0941490906277194,0.3029226153846154,,
shared_cash_depletion+duplicate_source_events+eid_demand_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08328938817274868,0.2882272253333332,,
shared_cash_depletion+duplicate_source_events+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07167733970235618,0.26740644923076917,,
