anomaly_type,rows,positive_support,negative_support,prevalence,predicted_positive_rate,true_negative,false_positive,false_negative,true_positive,precision,recall,f1,f2,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,specificity,brier_score,expected_calibration_error_10_bin,pr_auc,roc_auc
unexpected_early_threshold_crossing+duplicate_source_events+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07096533859092656,0.2660396538461539,,
unexpected_early_threshold_crossing+duplicate_source_events+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07682992612539616,0.2760469499999999,,
unexpected_early_threshold_crossing+duplicate_source_events+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07731145818265914,0.27757014,,
unexpected_early_threshold_crossing+duplicate_source_events+salary_day_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08072658105794064,0.28379012000000003,,
unexpected_early_threshold_crossing+duplicate_source_events+university_admission_period,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07128300837546937,0.2668476919999999,,
unexpected_early_threshold_crossing+duplicate_source_events+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07118847448418521,0.26648236000000003,,
unexpected_early_threshold_crossing+incorrect_event_timestamp+large_expected_merchant_activity,32,32,0,1.0,0.90625,0,0,3,29,1.0,0.90625,0.9508196721311475,0.9235668789808917,0.90625,0.90625,,0.09375,,0.1853816816628824,0.3904934453125,,
unexpected_early_threshold_crossing+incorrect_event_timestamp+local_market_event,32,32,0,1.0,0.71875,0,0,9,23,1.0,0.71875,0.8363636363636363,0.7615894039735099,0.71875,0.71875,,0.28125,,0.3680232314116796,0.5477990559374999,,
unexpected_early_threshold_crossing+incorrect_event_timestamp+remittance_payment_day,29,29,0,1.0,0.6896551724137931,0,0,9,20,1.0,0.6896551724137931,0.8163265306122449,0.7352941176470589,0.6896551724137931,0.6896551724137931,,0.3103448275862069,,0.4020073037012935,0.577641148275862,,
unexpected_early_threshold_crossing+incorrect_event_timestamp+weather_recovery_catchup,16,16,0,1.0,0.9375,0,0,1,15,1.0,0.9375,0.967741935483871,0.9493670886075949,0.9375,0.9375,,0.0625,,0.1552446750530397,0.35850219437499997,,
unexpected_early_threshold_crossing+missing_interval+eid_demand_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06824043008977596,0.26078923846153856,,
unexpected_early_threshold_crossing+missing_interval+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06786281881900993,0.26016834923076915,,
unexpected_early_threshold_crossing+missing_interval+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06811564861544629,0.26046829000000005,,
unexpected_early_threshold_crossing+missing_interval+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07070360197681057,0.26561317124999995,,
unexpected_early_threshold_crossing+out_of_order_ingestion+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0759780693032347,0.2750854341176471,,
unexpected_early_threshold_crossing+out_of_order_ingestion+remittance_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08182382336477598,0.28579432588235304,,
unexpected_early_threshold_crossing+partial_provider_outage+eid_demand_surge,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.061623545121152194,0.24796217379310337,,
unexpected_early_threshold_crossing+partial_provider_outage+government_payment_day,17,17,0,1.0,0.9411764705882353,0,0,1,16,1.0,0.9411764705882353,0.9696969696969697,0.9523809523809523,0.9411764705882353,0.9411764705882353,,0.058823529411764705,,0.08915033132918748,0.2561814682352941,,
unexpected_early_threshold_crossing+partial_provider_outage+weather_recovery_catchup,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04817235371003125,0.21925152857142843,,
unexpected_early_threshold_crossing+replayed_transaction_batch+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06828241697785575,0.2611620000000001,,
unexpected_early_threshold_crossing+replayed_transaction_batch+large_expected_merchant_activity,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07127085292892459,0.2666489700000001,,
unexpected_early_threshold_crossing+replayed_transaction_batch+local_market_event,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07988631359537571,0.2820002142857143,,
unexpected_early_threshold_crossing+replayed_transaction_batch+university_admission_period,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07202146567724922,0.2681655814285715,,
unexpected_early_threshold_crossing+schema_error_simulation+local_market_event,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.10342144133454201,0.3205670966666667,,
unexpected_early_threshold_crossing+schema_error_simulation+salary_day_surge,17,17,0,1.0,0.8235294117647058,0,0,3,14,1.0,0.8235294117647058,0.9032258064516129,0.8536585365853658,0.8235294117647058,0.8235294117647058,,0.17647058823529413,,0.2807773669078763,0.48176915764705885,,
unexpected_early_threshold_crossing+schema_error_simulation+weather_recovery_catchup,17,17,0,1.0,0.9411764705882353,0,0,1,16,1.0,0.9411764705882353,0.9696969696969697,0.9523809523809523,0.9411764705882353,0.9411764705882353,,0.058823529411764705,,0.15929475110177269,0.36393906823529415,,
unexpected_early_threshold_crossing+stale_provider_feed+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0666544678962819,0.2570797749999999,,
unexpected_early_threshold_crossing+stale_provider_feed+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0665918533817127,0.25747115249999997,,
unexpected_early_threshold_crossing+stale_provider_feed+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06809716415032087,0.26065264875000005,,
university_admission_period,813,0,813,0.0,0.14883148831488316,692,121,0,0,0.0,0.0,0.0,0.0,0.8511685116851169,0.8511685116851169,0.14883148831488316,,0.8511685116851169,0.021697651858713314,0.13073764982779826,,
unusual_hour_activity,173,173,0,1.0,0.017341040462427744,0,0,170,3,1.0,0.017341040462427744,0.03409090909090909,0.02158273381294964,0.017341040462427744,0.017341040462427744,,0.9826589595375722,,0.8127613635670959,0.8998883016184971,,
unusual_hour_activity+cached_balance_as_current+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06817888427031178,0.26096312,,
unusual_hour_activity+cached_balance_as_current+large_expected_merchant_activity,24,24,0,1.0,1.0,0,0,0,24,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06582750190523416,0.2557675275,,
unusual_hour_activity+cached_balance_as_current+legitimate_round_amounts,25,25,0,1.0,1.0,0,0,0,25,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06919367288244337,0.26284775039999997,,
unusual_hour_activity+conflicting_reported_balance+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06903282725298165,0.2623841261538461,,
unusual_hour_activity+duplicate_source_events+eid_demand_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07821281969743141,0.2790706125,,
unusual_hour_activity+duplicate_source_events+legitimate_network_recovery_burst,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07649719283998878,0.2754582042857144,,
unusual_hour_activity+duplicate_source_events+legitimate_round_amounts,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07100531230202536,0.26628068117647063,,
unusual_hour_activity+duplicate_source_events+local_market_event,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07545932202743331,0.274119377142857,,
unusual_hour_activity+duplicate_source_events+salary_day_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0787856131150267,0.2800761771428572,,
unusual_hour_activity+incorrect_event_timestamp+local_market_event,12,12,0,1.0,0.0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8443672130789062,0.9180718833333333,,
unusual_hour_activity+incorrect_event_timestamp+remittance_payment_day,32,32,0,1.0,0.0,0,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.9391330382134522,0.968843629375,,
unusual_hour_activity+incorrect_event_timestamp+weather_recovery_catchup,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.7930549649136598,0.890254678235294,,
unusual_hour_activity+missing_interval+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06922517838302768,0.26264963624999993,,
unusual_hour_activity+missing_interval+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06579154663352979,0.25599417176470585,,
unusual_hour_activity+out_of_order_ingestion+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07406672698128419,0.27153078,,
unusual_hour_activity+out_of_order_ingestion+government_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06993937938083682,0.26377988142857134,,
unusual_hour_activity+out_of_order_ingestion+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07082983142642853,0.2659415785714284,,
unusual_hour_activity+out_of_order_ingestion+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.077357914491321,0.2776696424999999,,
unusual_hour_activity+out_of_order_ingestion+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.075654974380572,0.27464160999999987,,
unusual_hour_activity+partial_provider_outage+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05103448364311447,0.2256376162499999,,
unusual_hour_activity+partial_provider_outage+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.060747387513703184,0.24615703384615384,,
unusual_hour_activity+replayed_transaction_batch+government_payment_day,25,25,0,1.0,1.0,0,0,0,25,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07069175960022026,0.26532023839999996,,
unusual_hour_activity+replayed_transaction_batch+local_market_event,42,42,0,1.0,1.0,0,0,0,42,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07768561594999561,0.27813016285714276,,
unusual_hour_activity+schema_error_simulation+eid_demand_surge,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.962008276730758,0.9807443641176471,,
unusual_hour_activity+schema_error_simulation+legitimate_round_amounts,14,14,0,1.0,0.0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.7655581417709669,0.8748244514285715,,
unusual_hour_activity+schema_error_simulation+salary_day_surge,31,31,0,1.0,0.1935483870967742,0,0,25,6,1.0,0.1935483870967742,0.32432432432432434,0.23076923076923078,0.1935483870967742,0.1935483870967742,,0.8064516129032258,,0.8232994762835417,0.9035372635483871,,
unusual_hour_activity+schema_error_simulation+university_admission_period,15,15,0,1.0,0.0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8964930922643259,0.9466043386666667,,
unusual_hour_activity+stale_provider_feed+legitimate_network_recovery_burst,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07194464713245734,0.2675508666666667,,
unusual_hour_activity+stale_provider_feed+legitimate_round_amounts,41,41,0,1.0,1.0,0,0,0,41,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0659050787109197,0.2561029858536584,,
unusual_hour_activity+stale_provider_feed+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0702468313221951,0.264415655,,
unusual_hour_activity+stale_provider_feed+salary_day_surge,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06866987404487955,0.2615272909090909,,
velocity_spike,128,128,0,1.0,0.6171875,0,0,49,79,1.0,0.6171875,0.7632850241545893,0.6683587140439933,0.6171875,0.6171875,,0.3828125,,0.5504828437667462,0.7092026719531248,,
velocity_spike+conflicting_reported_balance+eid_demand_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04677246540105384,0.21346718800000009,,
velocity_spike+conflicting_reported_balance+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.045448230160366344,0.20885494333333332,,
velocity_spike+conflicting_reported_balance+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.056598467691685375,0.23746165714285716,,
velocity_spike+conflicting_reported_balance+local_market_event,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047218992059858626,0.21583949624999996,,
velocity_spike+delayed_ingestion+legitimate_round_amounts,16,16,0,1.0,0.375,0,0,10,6,1.0,0.375,0.5454545454545454,0.42857142857142855,0.375,0.375,,0.625,,0.6889946012202737,0.82553800375,,
velocity_spike+delayed_ingestion+local_market_event,30,30,0,1.0,0.16666666666666666,0,0,25,5,1.0,0.16666666666666666,0.2857142857142857,0.2,0.16666666666666666,0.16666666666666666,,0.8333333333333334,,0.8186532901809581,0.902707733,,
velocity_spike+duplicate_source_events+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049781519161617604,0.22078064249999999,,
velocity_spike+duplicate_source_events+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06446848410743088,0.25268908,,
velocity_spike+duplicate_source_events+university_admission_period,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0516794458976481,0.22609152413793104,,
velocity_spike+incorrect_event_timestamp+large_expected_merchant_activity,14,14,0,1.0,0.6428571428571429,0,0,5,9,1.0,0.6428571428571429,0.782608695652174,0.6923076923076923,0.6428571428571429,0.6428571428571429,,0.35714285714285715,,0.5637253304838258,0.7251288528571428,,
velocity_spike+incorrect_event_timestamp+legitimate_round_amounts,12,12,0,1.0,0.5833333333333334,0,0,5,7,1.0,0.5833333333333334,0.7368421052631579,0.6363636363636364,0.5833333333333334,0.5833333333333334,,0.4166666666666667,,0.6406348006201882,0.791604785,,
velocity_spike+incorrect_event_timestamp+local_market_event,11,11,0,1.0,0.45454545454545453,0,0,6,5,1.0,0.45454545454545453,0.625,0.5102040816326531,0.45454545454545453,0.45454545454545453,,0.5454545454545454,,0.7217991064161889,0.8487132500000001,,
velocity_spike+missing_interval+legitimate_network_recovery_burst,36,36,0,1.0,1.0,0,0,0,36,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047990981497175296,0.21759064499999997,,
velocity_spike+out_of_order_ingestion+remittance_payment_day,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05386296395313384,0.22981750400000014,,
velocity_spike+out_of_order_ingestion+weather_recovery_catchup,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.051638186477960396,0.2265583479999999,,
velocity_spike+partial_provider_outage+eid_demand_surge,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0495706780875583,0.22174771764705867,,
velocity_spike+partial_provider_outage+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.02560164294030812,0.15940081846153842,,
velocity_spike+partial_provider_outage+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0343006440603171,0.18371001499999995,,
velocity_spike+partial_provider_outage+remittance_payment_day,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04360541338872067,0.20709446,,
velocity_spike+partial_provider_outage+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.025998380112384895,0.15976494500000005,,
velocity_spike+replayed_transaction_batch+government_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04575867320025334,0.2129847814285714,,
velocity_spike+replayed_transaction_batch+legitimate_round_amounts,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04986082014256482,0.22190846344827575,,
velocity_spike+replayed_transaction_batch+salary_day_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0631103037034836,0.25020430800000004,,
velocity_spike+replayed_transaction_batch+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.055816093415608586,0.2350630969230771,,
velocity_spike+schema_error_simulation+salary_day_surge,12,12,0,1.0,0.08333333333333333,0,0,11,1,1.0,0.08333333333333333,0.15384615384615385,0.10204081632653061,0.08333333333333333,0.08333333333333333,,0.9166666666666666,,0.887819942625054,0.9409281091666666,,
velocity_spike+schema_error_simulation+university_admission_period,13,13,0,1.0,0.46153846153846156,0,0,7,6,1.0,0.46153846153846156,0.631578947368421,0.5172413793103449,0.46153846153846156,0.46153846153846156,,0.5384615384615384,,0.6696876242509565,0.810191116923077,,
velocity_spike+stale_provider_feed+government_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.050823701402673824,0.22497574941176474,,
velocity_spike+stale_provider_feed+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03909795019900643,0.19663028769230773,,
velocity_spike+stale_provider_feed+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047134779837587994,0.21588125599999994,,
velocity_spike+stale_provider_feed+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0409700149847307,0.20120093249999998,,
weather_recovery_catchup,772,0,772,0.0,0.16580310880829016,644,128,0,0,0.0,0.0,0.0,0.0,0.8341968911917098,0.8341968911917098,0.16580310880829016,,0.8341968911917098,0.0276504224375294,0.14202525799222798,,
